datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,sealevelpressure,cloudcover,visibility,moonphase,conditions,description,icon
12/10/1993,63.5,45.2,53.8,63.5,42.1,53.0,43.0,69.0,0.0,0,0.0,14.8,312.8,1016.4,44.5,12.0,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/10/1993,73.7,44.6,58.5,73.7,42.4,57.9,44.2,63.4,0.0,0,0.0,6.6,28.6,1018.2,48.7,12.3,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
14/10/1993,67.6,57.7,61.9,67.6,57.7,61.9,52.0,70.5,0.006,100,4.17,10.8,77.4,1021.3,93.8,9.8,0.97,Rain, Overcast,Cloudy skies throughout the day with late afternoon rain.
15/10/1993,68.7,57.6,62.4,68.7,57.6,62.4,54.6,75.9,0.078,100,16.67,12.3,71.8,1021.7,93.6,8.7,0,Rain, Overcast,Cloudy skies throughout the day with rain.
16/10/1993,64.6,58.7,61.1,64.6,58.7,61.1,59.1,93.1,0.527,100,25.0,12.5,63.9,1016.8,100.0,3.9,0.04,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
17/10/1993,73.4,60.6,65.7,73.4,60.6,65.7,62.6,90.3,0.0,0,0.0,10.3,195.5,1011.7,83.3,4.5,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18/10/1993,81.1,62.1,70.0,83.9,62.1,70.3,65.4,86.6,0.0,0,0.0,9.9,247.9,1015.2,58.4,6.0,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/10/1993,81.6,62.3,71.1,84.1,62.3,71.6,65.0,82.8,0.0,0,0.0,10.9,172.5,1019.4,60.8,6.3,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/10/1993,81.5,62.5,71.1,83.5,62.5,71.4,65.2,82.9,0.0,0,0.0,11.9,150.2,1019.6,75.5,6.4,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21/10/1993,76.8,58.5,68.3,76.8,58.5,68.3,63.9,86.5,0.0,0,0.0,13.0,288.6,1020.0,96.1,6.9,0.21,Overcast,Cloudy skies throughout the day.,cloudy
22/10/1993,56.8,50.9,52.8,56.8,50.9,52.8,51.0,94.1,0.449,100,41.67,14.6,27.7,1024.1,100.0,5.5,0.25,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
23/10/1993,67.8,51.8,58.3,67.8,51.8,58.3,42.2,58.9,0.0,0,0.0,18.0,66.9,1024.5,83.2,13.0,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/10/1993,63.6,54.1,58.3,63.6,54.1,58.3,41.5,54.0,0.0,0,0.0,12.0,61.3,1022.8,91.9,15.8,0.31,Overcast,Cloudy skies throughout the day.,cloudy
25/10/1993,71.9,52.0,60.7,71.9,52.0,60.7,43.7,56.7,0.0,0,0.0,9.4,62.7,1018.4,91.1,14.3,0.34,Overcast,Cloudy skies throughout the day.,cloudy
26/10/1993,73.0,55.7,62.7,73.0,55.7,62.7,54.3,76.0,0.023,100,4.17,12.5,47.1,1015.6,66.2,10.7,0.37,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
27/10/1993,75.6,49.6,61.2,75.6,49.6,61.2,51.3,73.4,0.0,0,0.0,12.9,277.5,1014.8,21.7,10.8,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
28/10/1993,65.8,41.3,52.9,65.8,36.8,51.4,33.7,52.0,0.0,0,0.0,12.5,296.2,1013.2,11.8,12.1,0.44,Clear,Clear conditions throughout the day.,clear-day
29/10/1993,55.8,43.0,50.8,55.8,43.0,50.8,44.5,80.1,1.258,100,41.67,11.6,122.2,1012.2,75.8,6.9,0.47,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
30/10/1993,54.3,37.1,48.6,54.3,27.9,45.5,47.6,96.2,1.608,100,37.5,18.6,336.5,1003.0,100.0,4.5,0.5,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
31/10/1993,39.3,34.6,37.4,31.1,25.3,28.5,29.2,72.8,0.003,100,4.17,20.7,295.5,1013.5,94.8,11.2,0.54,Rain, Overcast,Cloudy skies throughout the day with early morning rain.
01/11/1993,49.8,29.6,38.4,45.5,20.7,32.2,27.0,66.2,0.0,0,0.0,14.9,308.2,1025.6,7.5,12.9,0.58,Clear,Clear conditions throughout the day.,clear-day
02/11/1993,53.6,31.4,42.4,53.6,27.7,40.0,30.5,65.4,0.0,0,0.0,11.3,95.1,1029.7,75.4,12.3,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03/11/1993,60.1,36.8,49.2,60.1,36.8,49.1,38.1,67.5,0.0,0,0.0,9.2,228.1,1026.1,89.6,11.3,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/11/1993,62.0,51.6,57.1,62.0,51.6,57.1,52.3,84.5,0.249,100,37.5,9.6,149.2,1020.1,99.3,7.0,0.68,Rain, Overcast,Cloudy skies throughout the day with rain.
05/11/1993,75.1,60.4,66.3,75.1,60.4,66.3,61.7,86.6,1.385,100,29.17,13.6,221.0,1009.4,90.2,6.8,0.72,Rain, Overcast,Cloudy skies throughout the day with rain.
06/11/1993,60.9,37.7,49.0,60.9,29.6,45.2,39.2,69.8,0.273,100,4.17,16.5,310.3,1012.0,38.0,11.2,0.75,Rain, Partially cloudy,Partly cloudy throughout the day with early morning rain.
07/11/1993,52.4,30.7,40.3,52.4,23.2,36.6,26.1,58.5,0.0,0,0.0,11.4,333.2,1023.5,0.8,13.4,0.75,Clear,Clear conditions throughout the day.,clear-day
08/11/1993,58.5,34.7,44.4,58.5,30.8,42.9,32.2,65.1,0.0,0,0.0,10.2,83.9,1029.0,47.0,11.9,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/11/1993,52.7,42.1,47.2,52.7,39.8,46.1,36.1,65.8,0.0,0,0.0,7.3,57.3,1027.9,97.9,10.4,0.85,Overcast,Cloudy skies throughout the day.,cloudy
10/11/1993,63.8,39.3,50.3,63.8,37.0,49.5,37.2,64.6,0.0,0,0.0,11.5,321.2,1025.8,19.4,10.3,0.89,Clear,Clear conditions throughout the day.,clear-day
11/11/1993,66.2,35.7,49.4,66.2,35.7,49.2,36.1,64.6,0.0,0,0.0,8.4,141.2,1025.2,36.2,11.7,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
12/11/1993,64.5,35.7,50.0,64.5,35.3,49.6,39.0,69.4,0.0,0,0.0,12.4,106.1,1023.4,59.8,12.4,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/11/1993,73.4,51.6,60.7,73.4,51.6,60.7,54.9,82.4,0.0,0,0.0,9.7,109.2,1022.6,82.6,9.4,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14/11/1993,75.1,58.5,67.0,75.1,58.5,67.0,64.8,93.1,0.003,100,4.17,13.8,161.8,1021.3,85.1,6.0,0.03,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
15/11/1993,75.1,63.8,68.0,75.1,63.8,68.0,64.7,89.8,0.175,100,20.83,10.9,234.1,1022.9,91.2,9.6,0.06,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
16/11/1993,79.8,60.2,69.3,79.8,60.2,69.3,63.3,82.6,0.0,0,0.0,11.4,136.3,1023.4,91.5,9.1,0.09,Overcast,Cloudy skies throughout the day.,cloudy
17/11/1993,72.2,52.1,66.3,72.2,52.1,66.3,61.7,85.2,0.179,100,25.0,15.5,210.6,1019.6,80.7,8.1,0.12,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
18/11/1993,63.9,45.0,53.2,63.9,41.9,52.2,45.3,75.7,0.0,0,0.0,7.9,296.5,1019.6,44.1,10.9,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/11/1993,56.2,44.3,50.1,56.2,42.4,49.6,45.6,85.2,0.0,0,0.0,14.4,263.3,1014.2,77.6,8.0,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/11/1993,53.0,39.8,47.6,53.0,34.6,44.0,31.0,56.4,0.255,100,12.5,14.3,324.4,1016.9,33.5,12.0,0.25,Rain, Partially cloudy,Clearing in the afternoon with early morning rain.
21/11/1993,57.6,31.3,42.8,57.6,29.5,41.4,25.9,55.1,0.0,0,0.0,13.8,70.3,1025.0,0.0,14.3,0.25,Clear,Clear conditions throughout the day.,clear-day
22/11/1993,66.1,34.7,47.8,66.1,32.1,46.6,32.8,58.8,0.0,0,0.0,9.3,58.9,1027.1,0.2,14.4,0.29,Clear,Clear conditions throughout the day.,clear-day
23/11/1993,67.7,38.8,50.9,67.7,38.3,50.7,37.9,64.7,0.0,0,0.0,12.3,68.4,1023.7,19.0,13.2,0.32,Clear,Clear conditions throughout the day.,clear-day
24/11/1993,69.8,38.7,52.5,69.8,38.7,52.2,36.8,59.0,0.0,0,0.0,7.8,15.0,1018.7,9.7,12.7,0.35,Clear,Clear conditions throughout the day.,clear-day
25/11/1993,69.6,42.9,55.5,69.6,38.8,54.7,37.5,54.6,0.0,0,0.0,16.2,72.5,1019.8,49.9,10.7,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
26/11/1993,55.8,45.6,49.4,55.8,39.7,46.7,45.8,88.2,1.391,100,54.17,17.6,77.7,1021.2,99.5,4.6,0.42,Rain, Overcast,Cloudy skies throughout the day with rain.
27/11/1993,52.2,40.0,46.8,52.2,33.1,43.2,44.7,92.5,0.605,100,29.17,15.6,345.6,1016.5,96.9,6.1,0.45,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
28/11/1993,54.1,32.2,42.4,54.1,25.9,39.1,28.3,61.0,0.0,0,0.0,18.7,271.5,1017.6,5.1,13.0,0.48,Clear,Clear conditions throughout the day.,clear-day
29/11/1993,65.2,30.8,45.6,65.2,26.2,44.0,29.8,59.7,0.0,0,0.0,11.3,264.2,1021.8,0.0,12.8,0.5,Clear,Clear conditions throughout the day.,clear-day
30/11/1993,63.2,34.8,48.0,63.2,30.6,47.2,32.1,58.1,0.0,0,0.0,12.5,66.7,1028.4,35.0,13.8,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
01/12/1993,54.0,38.9,46.6,54.0,30.8,41.9,31.9,57.2,0.0,0,0.0,17.4,76.0,1033.9,51.2,12.0,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
02/12/1993,56.6,41.1,48.1,56.6,34.4,44.9,35.9,63.0,0.0,0,0.0,13.2,77.0,1030.0,82.0,10.2,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03/12/1993,65.9,44.3,55.3,65.9,42.5,54.7,43.9,67.9,0.0,0,0.0,10.0,114.3,1024.3,88.4,10.6,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/12/1993,66.1,54.1,61.0,66.1,54.1,61.0,56.2,84.7,0.604,100,25.0,16.4,194.6,1010.7,98.0,8.8,0.69,Rain, Overcast,Cloudy skies throughout the day with rain.
05/12/1993,56.5,42.7,51.2,56.5,41.4,50.4,43.4,75.1,0.011,100,4.17,19.4,291.6,1011.7,74.5,12.0,0.73,Rain, Partially cloudy,Partly cloudy throughout the day with early morning rain.
06/12/1993,59.9,35.9,46.9,59.9,32.5,44.8,37.1,72.3,0.0,0,0.0,14.6,292.5,1017.4,43.2,11.2,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07/12/1993,57.2,32.6,44.3,57.2,30.7,42.6,33.3,67.6,0.0,0,0.0,10.8,30.9,1022.6,45.7,13.4,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08/12/1993,63.5,37.7,47.9,63.5,33.1,47.2,36.9,68.8,0.0,0,0.0,10.8,301.2,1022.6,21.8,12.1,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/12/1993,62.9,35.3,48.4,62.9,35.3,48.4,37.5,69.2,0.0,0,0.0,6.9,156.6,1021.8,72.4,12.1,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/12/1993,54.3,48.6,51.4,54.3,43.6,50.8,49.0,91.7,1.125,100,58.33,12.6,222.2,1013.8,85.3,6.1,0.9,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
11/12/1993,49.8,32.5,42.0,45.2,21.9,34.3,25.1,52.0,0.0,0,0.0,24.1,324.0,1015.6,5.3,12.8,0.94,Clear,Clear conditions throughout the day.,clear-day
12/12/1993,49.2,26.7,36.3,46.1,18.1,31.0,19.5,52.8,0.0,0,0.0,11.5,319.6,1019.8,39.0,12.8,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
13/12/1993,53.9,33.3,43.4,53.9,29.3,40.0,22.3,46.5,0.0,0,0.0,16.4,110.5,1017.7,84.3,12.5,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14/12/1993,44.7,36.8,39.4,39.7,26.7,34.2,34.2,84.7,0.353,100,29.17,19.0,66.5,1005.9,99.7,4.2,0.04,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
15/12/1993,44.6,39.7,42.5,39.7,33.3,36.6,39.4,88.7,0.0,0,0.0,17.7,289.5,1006.8,99.9,6.2,0.07,Overcast,Cloudy skies throughout the day.,cloudy
16/12/1993,56.9,42.9,48.5,56.9,37.7,45.3,39.0,70.5,0.0,0,0.0,14.5,310.6,1015.3,54.6,12.9,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/12/1993,61.6,36.1,47.5,61.6,36.1,47.1,39.3,75.1,0.0,0,0.0,8.0,161.2,1022.3,25.3,10.7,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18/12/1993,50.9,37.4,44.7,50.9,37.4,43.2,41.5,88.8,0.02,100,4.17,10.8,247.9,1020.9,66.2,6.5,0.17,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
19/12/1993,52.1,35.3,42.4,52.1,31.3,39.5,33.7,74.2,0.0,0,0.0,9.9,295.5,1018.7,32.8,8.8,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/12/1993,41.9,36.1,39.1,37.6,32.3,35.4,36.2,89.4,0.608,100,45.83,12.0,68.8,1012.6,95.7,5.1,0.25,Rain, Overcast,Cloudy skies throughout the day with rain.
21/12/1993,44.6,33.7,39.2,38.1,23.2,32.3,29.1,69.0,0.023,100,4.17,17.6,298.2,1013.2,44.0,11.1,0.27,Rain, Partially cloudy,Clearing in the afternoon with early morning rain.
22/12/1993,38.0,33.4,34.7,34.7,28.3,31.0,28.5,79.1,0.12,100,29.17,,9.0,274.2,1015.8,97.5,1993-12-22T17:33:32,0.3,Snow, Rain
23/12/1993,40.4,29.2,34.7,33.9,24.9,28.6,29.5,82.3,0.077,100,25.0,,12.6,312.2,1018.6,75.3,1993-12-23T17:34:04,0.33,Snow, Rain
24/12/1993,36.8,27.1,31.2,30.1,19.3,24.2,20.4,64.9,0.0,0,0.0,11.5,282.9,1019.8,92.1,13.6,0.36,Overcast,Cloudy skies throughout the day.,cloudy
25/12/1993,43.6,27.6,33.2,35.8,18.8,24.0,24.1,69.7,0.016,100,8.33,22.0,263.4,1014.5,54.2,13.9,0.4,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
26/12/1993,53.9,23.6,37.3,53.9,16.1,31.6,17.5,48.1,0.0,0,0.0,14.2,237.5,1023.8,0.2,15.5,0.43,Clear,Clear conditions throughout the day.,clear-day
27/12/1993,63.8,35.4,48.0,63.8,29.5,45.3,34.5,61.0,0.0,0,0.0,14.3,227.1,1026.6,57.4,12.9,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/12/1993,62.3,44.0,53.0,62.3,42.9,52.3,47.1,81.3,0.008,100,4.17,13.2,224.0,1023.6,99.2,11.3,0.5,Rain, Overcast,Cloudy skies throughout the day with late afternoon rain.
29/12/1993,56.4,33.8,47.6,56.4,22.6,43.9,44.2,88.1,0.373,100,20.83,19.1,289.9,1017.6,99.1,8.0,0.53,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
30/12/1993,39.1,25.1,30.8,33.5,13.6,23.3,12.9,48.8,0.0,0,0.0,17.0,323.1,1025.5,38.2,12.1,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31/12/1993,50.3,20.5,32.9,50.3,14.1,29.7,12.0,47.6,0.0,0,0.0,6.3,287.7,1028.3,1.3,12.9,0.6,Clear,Clear conditions throughout the day.,clear-day
01/01/1994,46.7,28.1,37.3,44.3,23.3,34.7,26.4,66.1,0.027,100,12.5,8.2,79.0,1023.4,83.5,9.5,0.63,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
02/01/1994,51.6,40.5,45.3,51.6,37.2,43.8,42.1,88.9,0.006,100,4.17,7.2,329.7,1015.5,95.1,5.5,0.67,Rain, Overcast,Cloudy skies throughout the day with early morning rain.
03/01/1994,49.5,41.8,46.2,45.3,37.1,42.2,45.6,97.8,0.881,100,70.83,14.6,73.9,1004.8,100.0,2.3,0.71,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
04/01/1994,41.6,34.7,37.1,34.0,25.5,27.5,31.9,81.6,0.24,100,12.5,21.0,287.5,1008.2,100.0,8.4,0.75,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
05/01/1994,49.2,29.2,37.7,47.9,20.0,31.5,24.3,59.5,0.0,0,0.0,17.6,299.0,1022.3,41.6,12.3,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/01/1994,52.9,28.4,41.4,52.9,23.7,39.3,35.5,79.9,0.0,0,0.0,11.3,127.5,1020.4,66.1,9.6,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07/01/1994,64.3,40.9,53.8,64.3,32.9,52.5,51.0,90.6,0.299,100,25.0,15.0,219.7,1013.9,99.9,7.4,0.85,Rain, Overcast,Cloudy skies throughout the day with late afternoon rain.
08/01/1994,39.1,25.4,31.2,31.7,12.8,21.2,17.7,59.1,0.076,100,8.33,18.1,313.8,1022.7,42.7,10.9,0.88,Rain, Partially cloudy,Clearing in the afternoon with early morning rain.
09/01/1994,45.6,20.6,31.9,45.6,10.2,26.7,13.7,49.3,0.0,0,0.0,9.7,342.1,1030.5,4.9,13.6,0.92,Clear,Clear conditions throughout the day.,clear-day
10/01/1994,44.7,27.8,35.5,38.1,18.0,27.6,15.1,45.0,0.0,0,0.0,19.1,83.7,1035.0,45.6,13.6,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/01/1994,41.8,36.2,39.1,36.7,28.2,32.3,30.5,73.7,0.829,100,50.0,14.5,75.7,1029.6,100.0,6.6,0,Rain, Overcast,Cloudy skies throughout the day with rain.
12/01/1994,51.6,42.1,46.0,51.6,39.8,44.3,43.6,91.8,0.374,100,16.67,10.3,303.1,1019.0,100.0,4.7,0.02,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
13/01/1994,46.7,40.3,44.0,42.1,34.1,39.2,38.5,81.7,0.0,0,0.0,11.3,305.4,1011.8,96.5,9.1,0.06,Overcast,Cloudy skies throughout the day.,cloudy
14/01/1994,42.6,30.6,38.9,35.4,18.2,30.3,30.2,71.3,0.008,100,4.17,22.8,287.6,1013.1,95.4,10.5,0.09,Rain, Overcast,Cloudy skies throughout the day with morning rain.
15/01/1994,29.4,16.9,23.2,17.9,4.0,11.0,7.2,50.9,0.0,0,0.0,18.2,309.9,1025.8,24.5,12.5,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16/01/1994,29.6,13.0,21.4,18.8,1.1,10.3,2.9,45.7,0.0,0,0.0,19.8,91.3,1034.0,60.1,13.4,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/01/1994,39.0,27.8,32.8,31.4,16.6,23.9,26.3,78.4,0.818,100,29.17,,18.8,69.2,1019.2,99.0,1994-01-17T17:53:50,0.18,Snow, Rain
18/01/1994,34.1,10.9,22.4,22.5,-5.7,9.0,11.9,64.4,0.0,0,0.0,21.1,314.1,1025.7,31.8,12.2,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/01/1994,33.1,5.5,18.0,26.1,-10.9,7.2,-0.3,46.2,0.0,0,0.0,16.9,23.1,1034.5,0.9,14.5,0.25,Clear,Clear conditions throughout the day.,clear-day
20/01/1994,42.5,18.6,30.3,39.6,10.4,24.8,10.3,45.0,0.0,0,0.0,10.1,4.9,1034.2,43.4,11.6,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
21/01/1994,44.3,22.5,32.7,39.1,14.9,26.4,16.9,54.3,0.0,0,0.0,10.7,319.4,1034.6,10.4,11.3,0.31,Clear,Clear conditions throughout the day.,clear-day
22/01/1994,53.5,24.5,37.4,53.5,14.3,32.7,20.1,52.5,0.0,0,0.0,12.2,306.8,1029.7,6.6,13.7,0.34,Clear,Clear conditions throughout the day.,clear-day
23/01/1994,60.4,32.2,44.5,60.4,28.0,42.9,31.1,61.2,0.0,0,0.0,6.2,300.9,1026.5,43.5,13.2,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/01/1994,66.7,40.0,50.8,66.7,36.3,50.1,34.5,56.6,0.0,0,0.0,6.6,249.6,1025.3,49.0,11.3,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/01/1994,66.0,38.0,51.5,66.0,38.0,51.5,39.6,65.8,0.003,100,4.17,11.6,192.7,1023.2,75.3,9.5,0.44,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
26/01/1994,67.5,50.2,56.8,67.5,50.2,56.8,50.6,81.2,0.203,100,12.5,7.6,91.6,1020.7,88.6,5.8,0.47,Rain, Partially cloudy,Partly cloudy throughout the day with rain clearing later.
27/01/1994,54.6,40.2,47.5,54.6,31.1,43.4,46.3,95.7,0.195,100,33.33,19.8,89.7,1019.8,88.8,3.7,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
28/01/1994,63.6,42.7,53.3,63.6,34.9,51.8,48.3,84.9,1.098,100,25.0,16.3,201.7,1012.6,99.7,7.6,0.54,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
29/01/1994,49.4,38.9,42.3,45.4,32.1,36.9,34.4,73.8,0.0,0,0.0,12.5,302.4,1016.5,99.8,10.2,0.58,Overcast,Cloudy skies throughout the day.,cloudy
30/01/1994,45.8,36.1,39.7,41.4,28.7,34.9,31.6,73.2,0.022,100,4.17,11.7,314.4,1017.9,96.7,10.0,0.61,Rain, Overcast,Cloudy skies throughout the day with morning rain.
31/01/1994,45.3,29.2,36.5,39.4,22.6,30.0,25.3,65.4,0.0,0,0.0,13.5,304.8,1022.9,28.5,9.7,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
01/02/1994,38.9,23.7,30.5,31.8,13.5,22.2,15.9,58.2,0.0,0,0.0,13.9,301.5,1025.4,13.7,11.0,0.68,Clear,Clear conditions throughout the day.,clear-day
02/02/1994,43.7,20.7,31.8,38.0,16.0,26.4,13.0,47.7,0.0,0,0.0,11.8,287.0,1025.3,16.3,14.4,0.72,Clear,Clear conditions throughout the day.,clear-day
03/02/1994,51.7,25.5,38.6,51.7,20.6,35.4,18.1,46.4,0.0,0,0.0,11.7,269.1,1027.5,53.2,14.4,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/02/1994,53.3,27.9,41.8,53.3,24.6,40.8,28.9,61.3,0.0,0,0.0,8.1,209.9,1025.6,64.1,11.2,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05/02/1994,56.7,49.3,52.6,56.7,44.3,52.2,50.2,92.0,1.262,100,41.67,16.2,207.5,1016.4,99.3,6.3,0.83,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
06/02/1994,57.8,46.2,52.7,57.8,44.4,52.5,51.6,96.1,0.0,0,0.0,8.0,252.9,1016.5,78.9,2.9,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07/02/1994,68.4,36.0,52.1,68.4,33.5,51.7,44.2,78.1,0.0,0,0.0,9.8,199.8,1021.9,40.6,7.7,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
08/02/1994,68.4,52.6,59.6,68.4,52.6,59.6,57.2,91.8,0.591,100,16.67,12.8,206.6,1018.1,83.4,6.0,0.93,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
09/02/1994,77.5,52.9,66.6,77.5,52.9,66.6,59.7,79.7,0.003,100,4.17,19.9,251.1,1013.1,92.4,9.8,0.97,Rain, Overcast,Cloudy skies throughout the day with morning rain.
10/02/1994,59.4,39.6,50.6,59.4,30.4,48.0,49.1,94.9,0.614,100,54.17,20.5,76.8,1017.8,100.0,4.9,0,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
11/02/1994,40.4,33.9,37.3,40.1,22.7,30.6,36.7,97.5,1.048,100,33.33,,21.7,72.2,1016.8,100.0,1994-02-11T18:18:06,0.04,Snow, Rain
12/02/1994,45.8,41.5,43.4,43.2,36.1,40.5,42.7,97.4,0.0,0,0.0,10.4,112.1,1021.8,100.0,1.5,0.07,Overcast,Cloudy skies throughout the day.,cloudy
13/02/1994,49.0,31.8,43.9,45.3,22.6,39.2,39.5,85.2,0.0,0,0.0,17.4,306.6,1023.7,80.6,7.0,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14/02/1994,57.4,26.7,39.8,57.4,18.7,36.2,24.8,61.6,0.0,0,0.0,9.2,307.7,1029.3,4.1,12.2,0.13,Clear,Clear conditions throughout the day.,clear-day
15/02/1994,55.9,30.2,42.9,55.9,29.0,42.4,28.8,61.4,0.0,0,0.0,9.0,276.7,1028.0,63.1,12.7,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16/02/1994,66.2,34.3,50.2,66.2,32.9,49.1,31.3,52.2,0.0,0,0.0,9.6,357.0,1027.7,34.6,12.9,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/02/1994,66.3,36.6,51.4,66.3,33.3,50.7,34.9,58.4,0.0,0,0.0,12.9,87.6,1027.6,31.0,13.1,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
18/02/1994,69.9,50.3,59.3,69.9,50.3,59.3,48.1,69.2,0.0,0,0.0,15.5,87.7,1026.2,63.5,11.9,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/02/1994,70.5,51.2,60.5,70.5,51.2,60.5,50.6,71.2,0.0,0,0.0,16.0,93.4,1025.0,41.0,13.1,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
20/02/1994,70.2,57.2,62.8,70.2,57.2,62.8,56.6,81.0,0.0,0,0.0,10.6,97.9,1022.8,94.6,10.1,0.33,Overcast,Cloudy skies throughout the day.,cloudy
21/02/1994,69.2,56.3,61.0,69.2,56.3,61.0,56.8,86.8,0.149,100,12.5,10.9,337.2,1020.1,86.6,9.7,0.36,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
22/02/1994,66.8,52.5,59.7,66.8,52.5,59.7,54.2,83.1,0.0,0,0.0,17.2,101.3,1017.0,88.0,10.3,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
